appid,price_usd,required_age,n_supported_languages,n_achievements,n_screenshots_api,n_movies,n_dlc,description_len_chars,description_len_words,n_tags,is_free,supports_windows,supports_mac,supports_linux,release_year,release_month,release_quarter,release_dow,genre_action,genre_adventure,genre_indie,genre_rpg,genre_strategy,genre_simulation,genre_free_to_play,genre_casual,genre_massively_multiplayer,genre_sports,genre_early_access,genre_racing,cat_single_player,cat_family_sharing,cat_steam_achievements,cat_multi_player,cat_steam_trading_cards,cat_steam_cloud,cat_full_controller_support,cat_co_op,cat_pvp,cat_online_pvp,cat_online_co_op,cat_remote_play_on_tablet,cat_remote_play_on_tv,cat_partial_controller_support,cat_steam_workshop,tag_singleplayer,tag_action,tag_multiplayer,tag_adventure,tag_co_op,tag_atmospheric,tag_open_world,tag_first_person,tag_shooter,tag_rpg,tag_story_rich,tag_great_soundtrack,tag_indie,tag_online_co_op,tag_strategy,tag_third_person,tag_fps,tag_simulation,tag_sandbox,tag_survival,tag_funny,tag_sci_fi,tag_pvp,tag_fantasy,tag_gore,tag_free_to_play,tag_casual,tag_difficult,tag_character_customization,tag_exploration,umap_x,umap_y,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
383870,19.99,0,7,10,7,6,1,1937,339,20.0,0,1,1,1,2016.0,2.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8.279769,1.0142103,0.0111164570251513,0.011112137435482,0.0111132408986583,0.0111117556673625,0.0111145538398129,0.2983755411257554,0.0111122801833197,0.6127127975310167,0.0111146206392089,0,1,0,0,0,0
6000,9.99,0,4,0,14,2,0,855,135,20.0,0,1,0,0,2009.0,7.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.498767,4.4444675,0.0062512155998587,0.0062502886127536,0.0062508709011292,0.0062513687666048,0.0062507042191702,0.0062503544925993,0.9437427912526972,0.0062504588500441,0.0062506804743811,0,0,1,0,0,0
1238860,39.99,17,12,67,6,1,18,1615,260,20.0,0,1,0,0,2020.0,6.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.457668,5.1787443,0.009091386427893,0.0090927387175465,0.0090951187964493,0.0090926122050708,0.0090934509158801,0.0090910749062564,0.9181663369311828,0.0090933209916549,0.0090922587866874,0,0,1,0,0,0
1619450,10.99,0,1,0,7,1,0,2505,457,20.0,0,1,0,0,2022.0,2.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.139396,1.0839438,0.0058842891757742,0.0058833954724623,0.0058862227978349,0.0058836148738058,0.0058846584258367,0.4640559138090181,0.0058836281187054,0.0058837011407566,0.0058834113165791,1,0,0,0,0,0
728880,24.99,0,12,54,29,4,6,1173,202,20.0,0,1,1,1,2018.0,8.0,3.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,6.9644103,3.2847989,0.0055568829222655,0.0055568592360551,0.0055567925041368,0.9499860150865826,0.0055570396291931,0.0055574989117025,0.0055572591232074,0.0055577571012099,0.0055566894827069,0,1,0,0,0,0
291650,39.99,0,7,48,12,2,3,1543,246,20.0,0,1,1,1,2015.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13.907188,1.8905233,0.0052645352703622,0.0052642536212293,0.428729793339875,0.0052636302634961,0.5291572199998514,0.0052639925563196,0.0052635499931908,0.0052643417788969,0.0052642087102662,1,0,0,0,0,0
680420,19.99,17,13,52,6,4,2,2092,336,20.0,0,1,0,0,2021.0,4.0,2.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11.394135,2.506645,0.0083371518369114,0.0083353957080724,0.0083355325757899,0.0083362710456397,0.0083363158767006,0.0083359746419222,0.0083358691786564,0.0083347295874219,0.4955715047861653,0,0,0,0,1,0
1029690,49.99,0,12,71,14,7,16,2693,438,20.0,0,1,0,0,2022.0,5.0,2.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.563031,5.865174,0.0047630589146875,0.4516563544492625,0.5102392704588797,0.0047636146994883,0.0047629744383462,0.0047628606004243,0.0047629064679773,0.0047631088314775,0.004763015438273,0,0,0,0,1,0
418240,39.99,0,13,44,10,3,2,1922,320,20.0,0,1,1,1,2016.0,12.0,4.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.869809,0.6833935,0.0058829959909492,0.0058835905406662,0.0058834735517144,0.0058837801510137,0.0058836903984139,0.0058836297079243,0.0058830639207438,0.9470455240150024,0.0058853064699369,0,0,0,1,0,0
883710,39.99,17,15,44,10,1,13,2662,415,20.0,0,1,0,0,2019.0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9.584571,1.4279107,0.0058829701041927,0.0058840122271666,0.0058829922376362,0.0058836172999524,0.0058826922602881,0.0058852648722214,0.9470496670378044,0.0058829735648032,0.0058830898744791,0,0,0,0,1,0
237930,19.99,0,10,33,10,2,1,1017,143,20.0,0,1,1,1,2014.0,5.0,2.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.5340605,1.5536274,0.0111145207605313,0.8999796549187955,0.0111146214460901,0.0111124731679446,0.0111129175077841,0.0111142018123355,0.0111116076833331,0.0111158402626513,0.0111121706555225,1,0,0,0,0,0
417910,1.99,0,7,43,22,1,3,3547,604,16.0,0,1,0,0,2016.0,12.0,4.0,4.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,10.238416,4.6165104,0.0041680055584516,0.0041675647287561,0.004167570671647,0.0041679539938917,0.0041682515803618,0.0041678880677137,0.9624892203972722,0.0041682996029228,0.0041676331587475,0,0,0,0,0,1
22330,14.99,17,5,0,29,1,1,1844,307,20.0,0,1,0,0,2009.0,6.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,12.463629,1.4157563,0.0034490859780342,0.0034486446049342,0.0034484010374574,0.968962433493025,0.00344853760928,0.0034485178042919,0.0034486984660781,0.0034486076079366,0.0034485608967117,1,0,0,0,0,0
1755910,0.0,0,12,19,10,2,50,1353,214,17.0,1,1,0,0,2022.0,7.0,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9686494,2.7760224,0.0166704122708351,0.0166686012620951,0.0166685299459687,0.0166681763634477,0.0166742540709845,0.0166681053192465,0.8499730863171512,0.0166747394517175,0.0166671833795535,0,1,0,0,0,0
1676130,24.99,0,11,74,16,6,1,1624,274,20.0,0,1,0,0,2023.0,7.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.34226,1.6775149,0.0071429892589125,0.0071434445506875,0.0071440568435038,0.0071448749051213,0.0071442504394471,0.007144423632532,0.9357022357378216,0.0071451746070337,0.007144183086812,0,0,0,0,1,0
1987080,6.99,0,6,28,20,3,0,4019,689,20.0,0,1,0,0,2022.0,6.0,2.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8.737591,1.2144239,0.0076934070157204,0.0076931000364966,0.0076933515685356,0.0076937585841035,0.4245812670517656,0.0076958253512299,0.0076952949855336,0.007693087999556,0.5138678527031153,0,0,0,0,1,0
962130,39.99,0,16,45,18,7,1,1632,294,20.0,0,1,0,0,2022.0,9.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,9.003789,4.775278,0.0090923867221127,0.009091558111106,0.0090922454850654,0.0090918587024016,0.0090920013092198,0.9181722659667052,0.009091061262059,0.0090915538477533,0.0090919986761397,0,0,0,0,0,1
350640,29.99,0,16,25,12,1,1,783,124,20.0,0,1,0,0,2016.0,6.0,2.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.521953,0.7014668,0.0062511534683194,0.006250810770119,0.0062520404196525,0.0062513033621743,0.0062512345569147,0.0062515585704463,0.0062509534614994,0.9437370942580828,0.0062520753392502,0,1,0,0,0,0
243470,19.99,17,15,49,10,3,4,3421,552,20.0,0,1,0,0,2014.0,5.0,2.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.315226,0.24371305,0.0200045733119829,0.0200045848107745,0.0200000603288561,0.0200030758627214,0.0200072908037355,0.0200064709024577,0.0200018717160412,0.0200035937182294,0.0200021451442948,0,0,0,0,1,0
312990,0.0,0,1,0,11,1,0,2097,338,20.0,1,1,1,0,2014.0,8.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.99052,2.6631181,0.0200003545713665,0.0200043012001462,0.0200029139111628,0.0200014912919613,0.8199588810637205,0.0200151384268173,0.0200008731837599,0.0200017796168197,0.0200072741983076,0,1,0,0,0,0
7940,19.99,17,5,0,14,1,0,2812,427,20.0,0,1,1,0,2007.0,11.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12.092449,5.327725,0.0041673824215863,0.0041673509998164,0.0041672056823642,0.0041670120080313,0.0041669350287536,0.0041668892293386,0.004167039369524,0.9624962938832718,0.004166980902688,0,0,1,0,0,0
1049590,0.0,0,14,0,7,2,2,345,53,20.0,1,1,0,0,2023.0,7.0,3.0,2.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.507088,3.0399654,0.0058830959640427,0.0058835871814089,0.0058839384447485,0.0058841584300924,0.0058834369809752,0.0058841944045978,0.0058834023952899,0.9470477243130104,0.0058828009893372,0,1,0,0,0,0
355180,0.0,0,12,44,20,1,1,1045,161,20.0,1,1,0,1,2017.0,10.0,4.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10.437509,2.8965712,0.0076943742837013,0.0076932723783995,0.0076933373543952,0.0076956219613727,0.5598664836090311,0.378579305755582,0.0076943978555959,0.0076951028028913,0.0076945298125692,0,0,1,0,0,0
200260,19.99,0,7,64,11,1,0,1424,216,20.0,0,1,0,0,2012.0,9.0,3.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.272239,-0.053399283,0.0125010928079931,0.0125004356302865,0.145754060939794,0.012500465175829,0.0125023075965572,0.0125005483368304,0.7542399785019438,0.0125000000558718,0.0125003277327316,0,0,0,0,1,0
374320,59.99,17,12,43,10,2,3,761,120,20.0,0,1,0,0,2016.0,4.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.214191,0.90177155,0.0071458851940341,0.007143664178019,0.9357010114864374,0.0071439158039064,0.0071435991091863,0.007143351900893,0.0071438518130408,0.0071475078101892,0.0071436540972988,1,0,0,0,0,0
2001120,49.99,0,11,20,10,5,1,1095,180,20.0,0,1,0,0,2025.0,3.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,7.882752,2.319585,0.0111114619297729,0.0111114375710024,0.0111134295942818,0.0111126686342496,0.8999822208580248,0.0111144211520355,0.0111137552950765,0.0111141889818961,0.0111141673876233,0,1,0,0,0,0
218230,0.0,0,7,0,18,3,0,3867,603,20.0,1,1,0,0,2012.0,11.0,4.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,10.648444,4.5191054,0.0066675277076468,0.006667227660795,0.0066679108484018,0.0066681674598954,0.9399884099613616,0.0066672658184651,0.006668676277936,0.0066700787359231,0.0066676420408078,0,0,1,0,0,0
640590,19.99,0,13,50,7,1,0,636,110,20.0,0,1,0,0,2017.0,9.0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8164797,2.4275901,0.0047625883739802,0.0047628791912502,0.0047625202923206,0.3183919071704393,0.0047626751556462,0.0047625836437679,0.0047630826542609,0.6435069664865315,0.00476258155108,0,1,0,0,0,0
529340,49.99,0,11,127,17,1,17,1597,250,20.0,0,1,1,1,2022.0,10.0,4.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.26418,7.342387,0.0062505843259265,0.0062521182319318,0.006250373709508,0.0062506293823202,0.0062520053754363,0.0062517279856286,0.0062505187917202,0.9437404136489502,0.0062502075089755,0,0,0,1,0,0
1129580,34.99,0,18,44,15,3,7,3343,528,20.0,0,1,0,0,2021.0,9.0,3.0,3.0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.473097,5.4929786,0.0050012962611464,0.431612141759688,0.0050006218448674,0.0050009884920988,0.0050016365132318,0.2177748298804745,0.0050007237534172,0.0050009771059977,0.0050007156581957,0,0,0,0,0,1
287700,19.99,18,8,42,28,2,13,1653,263,20.0,0,1,0,0,2015.0,9.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10.10846,0.76724905,0.7373399463082725,0.2226537020147369,0.00500038305995,0.005001613421556,0.005001043343901,0.0050006894438183,0.0050007989714134,0.0050007976531272,0.0050006539111409,0,0,0,0,1,0
244210,19.99,0,4,709,141,11,11,6376,1063,20.0,0,1,0,0,2014.0,12.0,4.0,4.0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3235598,5.995411,0.0111119792997419,0.0111116726784475,0.0111130410186143,0.01111258576526,0.0111121609237719,0.0111111584917274,0.8999920312298052,0.0111125754594748,0.0111114920998699,0,0,0,0,0,1
750920,39.99,17,12,99,10,29,0,1083,176,20.0,0,1,1,1,2018.0,9.0,3.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.749789,0.95724857,0.0166701460089101,0.0166690761639705,0.0166719363960472,0.0166678986552543,0.0166685035920337,0.8499804469677031,0.016667259826899,0.0166671780519042,0.0166687395967848,0,0,0,0,1,0
674020,0.0,0,11,0,11,6,0,1689,266,20.0,1,1,0,0,2022.0,12.0,4.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,11.427014,4.8000574,0.0050009281862404,0.1102778784709917,0.0050008239427587,0.005001424312781,0.5848404427677159,0.0050009282038082,0.2698745350469858,0.0050011228332127,0.0050012180533952,0,0,1,0,0,0
202990,59.99,17,5,35,14,3,36,290,47,20.0,0,1,0,0,2012.0,11.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10.622602,4.412345,0.0058831786330553,0.0058837367695023,0.0058826494542796,0.0058824987689902,0.9470513016369118,0.0058827003679845,0.0058831148732779,0.0058848727491131,0.0058830784187458,0,0,1,0,0,0
1237970,29.99,0,10,50,5,6,5,1751,275,20.0,0,1,0,0,2020.0,6.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,10.953704,4.3442025,0.0038472527584138,0.0038474629975221,0.0038465620189452,0.0038469089494294,0.0038469070036925,0.003846330188,0.0038472125014671,0.0038470849663255,0.0038479705095111,0,0,1,0,0,0
324800,29.99,17,8,64,10,3,4,3392,536,20.0,0,1,0,0,2016.0,10.0,4.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11.308174,2.5336928,0.1628781332301758,0.0062506504727977,0.0062504984253614,0.0062506877270804,0.0062510782010607,0.0062505507179521,0.0062506570265318,0.0062521073151014,0.0062508653013087,0,0,0,0,1,0
300,9.99,0,1,54,5,3,0,282,44,20.0,0,1,0,1,2010.0,7.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11.246365,5.5497026,0.0166699997943336,0.0166671748852726,0.0166674120662998,0.0166687206566676,0.016669102662175,0.0166671088207664,0.0166705510311804,0.0166689149317768,0.849983205332937,0,0,1,0,0,0
245620,19.99,0,8,70,8,7,13,1902,315,20.0,0,1,0,1,2014.0,5.0,2.0,4.0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,8.809347,6.7580633,0.0055561621428135,0.4439490740776708,0.005556275523965,0.0055567965381291,0.0055566949967261,0.0055559251867085,0.5115991456084226,0.0055576858272931,0.0055564384484149,0,0,0,1,0,0
1240440,0.0,0,18,144,7,2,1,1801,264,20.0,1,1,0,0,2021.0,11.0,4.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,11.125699,2.878488,0.0083360272105279,0.008336150755715,0.0083343887114201,0.0083355405200625,0.924982658140588,0.0083344467839124,0.0083351065491788,0.0083353070141418,0.0083355892219666,0,0,0,0,1,0
245170,24.99,0,7,45,15,1,7,479,72,20.0,0,1,1,1,2013.0,8.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.797667,-0.8983879,0.0066691395684999,0.0066674474078595,0.0066691402878011,0.0066689816764853,0.0066675245345497,0.0066673933529806,0.9399856793456276,0.006668117479287,0.0066678211248084,0,1,0,0,0,0
526870,39.99,0,13,44,17,7,1,1785,290,20.0,0,1,0,0,2024.0,9.0,3.0,1.0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,8.945209,5.0760794,0.0052642794188422,0.0052642530271144,0.00526507166694,0.0052647932629507,0.4430796061997087,0.2606948121044,0.0052641498294145,0.0052641481369853,0.0052639429668713,0,0,0,0,0,1
1259420,39.99,17,22,67,14,6,1,1746,287,20.0,0,1,0,0,2021.0,5.0,2.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.419278,4.0034003,0.0050011208395665,0.0050012832343243,0.0050009760552853,0.005000731632424,0.0050012180555104,0.9549904911018414,0.0050008448418814,0.005002183464724,0.0050003824164853,0,0,0,0,1,0
1266680,19.99,0,1,20,9,4,1,744,125,20.0,0,1,0,0,2020.0,10.0,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.358295,1.1775221,0.0166684696479744,0.0166675674225261,0.0166676587007832,0.0166697206682065,0.0166680257572985,0.8499852786773181,0.0166686485338045,0.0166677123966247,0.0166681322442968,0,0,0,0,1,0
48000,12.49,0,14,13,11,2,0,66,12,20.0,0,1,1,0,2011.0,8.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.664297,1.8620428,0.0333380432581066,0.0333333335463974,0.0333556404862465,0.0333355663309568,0.0333350141100062,0.033333333501637,0.0333472517555467,0.0333333335050849,0.0333333336281922,0,1,0,0,0,0
24240,9.99,17,5,56,15,4,2,776,124,20.0,0,1,0,0,2011.0,10.0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.148932,3.6035843,0.0166677292484935,0.0166691902974946,0.0166710841272335,0.0166677735175645,0.849977178004456,0.0166709074178512,0.0166685813596962,0.0166689986629747,0.0166700439967468,0,0,1,0,0,0
775500,79.99,0,12,53,15,2,7,1916,304,20.0,0,1,0,0,2021.0,6.0,2.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12.5174675,0.8090403,0.0076929832585448,0.9307589886009344,0.0076941116000504,0.0076928965705138,0.007693776233952,0.007693872927296,0.0076928418059824,0.0076933214851878,0.0076929535945583,1,0,0,0,0,0
342200,0.0,0,1,36,17,1,52,1615,269,20.0,1,1,0,0,2015.0,12.0,4.0,3.0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,10.766005,4.5742,0.0062519114204483,0.0062510159931655,0.0062530176915935,0.0062506028487576,0.006252100504912,0.0062523301688,0.0062512682079117,0.0062515421405909,0.9437348275159072,0,0,1,0,0,0
1468810,19.99,0,4,169,15,6,4,6450,1092,20.0,0,1,0,0,2023.0,5.0,2.0,4.0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6.242222,1.693253,0.007143878211727,0.007143204390719,0.0071441498850913,0.007144593769831,0.5652224139616854,0.007144230219264,0.0071461859115759,0.0071429238670768,0.3776240757838581,1,0,0,0,0,0
