appid,price_usd,required_age,n_supported_languages,n_achievements,n_screenshots_api,n_movies,n_dlc,description_len_chars,description_len_words,n_tags,is_free,supports_windows,supports_mac,supports_linux,release_year,release_month,release_quarter,release_dow,genre_action,genre_adventure,genre_indie,genre_rpg,genre_strategy,genre_simulation,genre_free_to_play,genre_casual,genre_massively_multiplayer,genre_sports,genre_early_access,genre_racing,cat_single_player,cat_family_sharing,cat_steam_achievements,cat_multi_player,cat_steam_trading_cards,cat_steam_cloud,cat_full_controller_support,cat_co_op,cat_pvp,cat_online_pvp,cat_online_co_op,cat_remote_play_on_tablet,cat_remote_play_on_tv,cat_partial_controller_support,cat_steam_workshop,tag_singleplayer,tag_action,tag_multiplayer,tag_adventure,tag_co_op,tag_atmospheric,tag_open_world,tag_first_person,tag_shooter,tag_rpg,tag_story_rich,tag_great_soundtrack,tag_indie,tag_online_co_op,tag_strategy,tag_third_person,tag_fps,tag_simulation,tag_sandbox,tag_survival,tag_funny,tag_sci_fi,tag_pvp,tag_fantasy,tag_gore,tag_free_to_play,tag_casual,tag_difficult,tag_character_customization,tag_exploration,umap_x,umap_y,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
2050650,39.99,0,14,46,17,2,27,672,104,20.0,0,1,0,0,2023.0,3.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.456859,1.3965322,0.011111564660645,0.0111118647572399,0.0111121255102829,0.0111112588036223,0.0111114632577552,0.8999918803057342,0.01111366330823,0.0111114030101319,0.0111116131139875,0,0,0,0,1,0
3132990,0.0,0,12,0,7,0,0,613,89,16.0,1,1,0,0,2024.0,8.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11.92955,0.7184797,0.0071440916633419,0.0071433163115012,0.0071438342242202,0.1619981224967068,0.0071441132818793,0.0071430332187831,0.7808528709231007,0.0071439496737472,0.0071435562651818,1,0,0,0,0,0
215280,0.0,0,3,0,11,2,3,2161,343,20.0,1,1,0,0,2017.0,7.0,3.0,0.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,12.536278,2.2868297,0.00588365948529,0.005882873417593,0.0058839406260511,0.0058829325250522,0.0058840177827848,0.947046273058207,0.005882970743667,0.0058863990499209,0.0058840419114562,1,0,0,0,0,0
265930,9.99,0,14,127,6,1,4,1583,281,20.0,0,1,1,1,2014.0,4.0,2.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,7.8130937,3.3434978,0.0142882909156835,0.0142893873136753,0.0142883453923564,0.3308467505319505,0.0142891206537289,0.5548459142741173,0.0142871925908365,0.0142891580118012,0.0142886575391138,0,1,0,0,0,0
489830,39.99,17,9,75,8,2,2,605,95,20.0,0,1,0,0,2016.0,10.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.5580225,1.4056032,0.3826428135074797,0.0041672057914003,0.0041669122313211,0.0041678806481705,0.0041670470139739,0.0041668030957641,0.584019262391303,0.0041675071570829,0.0041668943076796,1,0,0,0,0,0
466240,0.0,0,16,14,21,4,0,1975,329,20.0,0,1,0,0,2017.0,3.0,1.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9.254694,1.7635775,0.0076944812419846,0.007693444612087,0.0076933224309427,0.0076937141529122,0.0076946244675739,0.2793362555457969,0.007693192368461,0.6591100829648758,0.0076975303204775,0,0,0,0,1,0
646910,29.99,0,14,34,6,3,6,862,149,20.0,0,1,0,0,2018.0,6.0,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.3225493,5.939876,0.0062512108418565,0.0062506884205856,0.0062507449079018,0.0062505895844578,0.0062516081433431,0.0062513344771352,0.9437410145947672,0.0062508260913009,0.006250825810968,0,0,0,0,0,1
502500,59.99,0,13,49,10,3,21,641,106,20.0,0,1,0,0,2019.0,1.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10.711786,5.143747,0.0100021028504137,0.010001347085498,0.9099798217620172,0.0100016862581731,0.0100011023451429,0.0100003701685428,0.0100047228090446,0.010003201308737,0.0100035866644615,0,0,1,0,0,0
641990,26.99,0,7,58,13,4,5,2950,504,20.0,0,1,1,1,2017.0,8.0,3.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,8.259855,2.957154,0.0100021454397421,0.0100015951902092,0.0100004080499987,0.909980638131418,0.0100015215426373,0.0100019826316924,0.0100016562698894,0.0100014723814876,0.010006461897719,0,1,0,0,0,0
34330,29.99,0,8,106,29,8,8,2149,367,20.0,0,1,1,1,2011.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.265604,7.641071,0.0076931887733746,0.0076931807926474,0.0076924547672702,0.9307630155696248,0.0076928971228885,0.0076926284476174,0.0076936937922908,0.0076928591593432,0.0076928350473051,0,0,0,1,0,0
2186680,49.99,0,8,106,8,2,9,1478,232,20.0,0,1,1,0,2023.0,12.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,14.118815,2.0192614,0.9357044783457136,0.0071437425801838,0.0071461052316753,0.007143379891368,0.0071432212434365,0.0071433473374061,0.0071431596650754,0.0071438558411627,0.0071451690940077,1,0,0,0,0,0
237110,0.0,17,6,50,5,0,0,1091,163,20.0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.684618,-0.86136085,0.9526214133756812,0.0052644536110236,0.0052646836558394,0.0052644381540419,0.0052638157525369,0.0052641258978011,0.0052641761340903,0.0052644447806208,0.0052643247016452,0,1,0,0,0,0
289070,59.99,0,12,320,8,2,10,1643,255,20.0,0,1,1,1,2016.0,10.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.771716,7.8252916,0.0083343913178858,0.9249894608525526,0.0083336060597104,0.0083348897873118,0.008334337509683,0.0083335260530737,0.0083345664819,0.0083351668787833,0.0083355785769051,0,0,0,1,0,0
447040,49.99,17,16,55,5,4,30,1333,210,20.0,0,1,0,0,2016.0,11.0,4.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.113886,0.117765225,0.0111125486278055,0.0111137792915962,0.0111140889814352,0.0111116421735238,0.4717113961969255,0.4393823832654503,0.0111123771741529,0.0111150899462408,0.0111123899433681,0,0,0,0,1,0
1774580,69.99,0,12,53,9,4,1,732,120,20.0,0,1,0,0,2023.0,4.0,2.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11.566556,0.8540876,0.0076945025105315,0.0076932828333817,0.7362152065356433,0.0076930742298005,0.0076931169570231,0.0076927450699786,0.0076928691249326,0.2022393235032417,0.007692751504274,1,0,0,0,0,0
410320,19.99,0,2,51,15,3,18,767,109,20.0,0,1,0,0,2016.0,7.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,8.93663,2.9937007,0.0052643289228911,0.0052649282741539,0.9526168440670312,0.0052638609755191,0.0052658655528785,0.0052643769844684,0.0052645411439668,0.0052648167007,0.0052650331834584,0,0,0,0,1,0
560130,39.99,17,9,55,16,4,10,1506,245,20.0,0,1,1,1,2018.0,5.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13.9166565,1.8167827,0.0052648292316214,0.0052642353622897,0.952619000642178,0.0052653358698476,0.0052638189955707,0.0052648740523487,0.0052644063798184,0.005264477546026,0.0052640924385452,1,0,0,0,0,0
900883,19.99,17,1,0,36,1,0,3074,500,20.0,0,1,0,0,2009.0,6.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,12.440537,1.4273363,0.0034490859780342,0.0034486446049342,0.0034484010374574,0.968962433493025,0.00344853760928,0.0034485178042919,0.0034486984660781,0.0034486076079366,0.0034485608967117,1,0,0,0,0,0
993090,6.99,0,35,0,7,1,0,2731,422,6.0,0,1,0,0,2018.0,12.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8845687,0.91372645,0.6999434455460328,0.0333467310799821,0.0333368274047844,0.0333582860472652,0.0333369992418467,0.0333342086551274,0.0333346176581587,0.0333342105491394,0.0333403356886204,0,1,0,0,0,0
234650,14.99,0,6,0,16,2,0,2519,394,20.0,0,1,1,1,2013.0,7.0,3.0,3.0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.858225,1.8715621,0.004546874466724,0.0045467005478134,0.0045463205748929,0.0045464836435568,0.0045464780219093,0.0045466569815221,0.0045463763807392,0.0045465664042533,0.0045464608499939,1,0,0,0,0,0
3241660,9.99,0,1,0,5,3,0,808,126,20.0,0,1,0,0,2025.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,8.763792,1.1062895,0.0090929417673504,0.0090928158173463,0.0090913967976959,0.0090931903611339,0.0090935632350654,0.0090932989502725,0.1487335584377903,0.0090925637574841,0.7785247955286546,0,0,0,0,1,0
1599340,0.0,17,2,156,10,13,7,2889,460,20.0,1,1,0,0,2022.0,2.0,1.0,4.0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,12.897323,2.47912,0.0047630617752062,0.0047625433228458,0.00476342299669,0.3302249778585433,0.370079940775811,0.266354380575153,0.004762672431805,0.0047631494089684,0.0047631333921465,1,0,0,0,0,0
1943950,9.99,0,12,34,26,2,0,1012,165,20.0,0,1,0,0,2025.0,10.0,4.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.760276,1.2440656,0.0083354640123701,0.0083337241124731,0.0083347247741332,0.0083348282477705,0.0083353684388293,0.0083365861048954,0.0083339622428351,0.0083347456916901,0.9249861441275442,0,0,0,0,1,0
212070,0.0,0,11,213,28,2,83,2983,492,20.0,1,1,1,1,2013.0,2.0,1.0,2.0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.29186,5.656887,0.6747449144614983,0.0055567581787783,0.2807992641362228,0.00555734227469,0.0055571823272397,0.0055577547200367,0.0055567781389737,0.0055561869140928,0.0055564845987158,0,0,0,0,0,1
1097150,0.0,0,11,34,7,0,0,1172,177,20.0,0,1,0,0,2020.0,8.0,3.0,0.0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,7.4732704,3.346106,0.0066671370036082,0.0066670190505752,0.00666682902936,0.0066672824359956,0.9399960374351984,0.0066671799733309,0.0066670328983306,0.0066673096561893,0.0066670796406222,0,1,0,0,0,0
945360,4.99,0,14,33,10,5,0,1447,240,20.0,0,1,0,0,2018.0,11.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,7.116334,3.4468963,0.0125043178109735,0.0125035852832723,0.0125009772004613,0.0125018118205095,0.887459773316673,0.0125082940989823,0.0125076978908095,0.0125013971622499,0.0125059002607494,0,1,0,0,0,0
207610,14.99,17,5,48,6,2,1,1011,170,20.0,0,1,1,0,2012.0,4.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.110106,0.46237263,0.3791037986226431,0.011112721574062,0.0111140208762053,0.0111128135398241,0.0111127452704394,0.0111140791519309,0.011111237994935,0.0111141046527401,0.531991374746748,0,0,0,0,1,0
588650,24.99,0,15,121,13,1,8,1254,200,20.0,0,1,1,1,2018.0,8.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.8243423,1.8764383,0.005000830810386,0.9549886667290384,0.0050026813432831,0.005000823618587,0.0050008942382334,0.0050017831582353,0.0050004187061788,0.0050015115254892,0.0050009914705757,0,1,0,0,0,0
319510,4.99,0,1,0,10,1,0,1489,258,20.0,0,1,0,0,2014.0,8.0,3.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.000285,1.4104217,0.007143440386485,0.0071434682020067,0.0071431973233225,0.0071444996622599,0.9357081513822164,0.0071435880296126,0.007143702620268,0.0071434775308162,0.0071433799382732,0,0,0,0,1,0
4700,24.99,0,9,0,10,1,0,3543,579,20.0,0,1,1,1,2006.0,11.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10.076021,7.6946864,0.0083356973437507,0.9249881458448403,0.0083338623949481,0.008335517525166,0.0083341861845717,0.008334567326901,0.0083343039363312,0.008334661185509,0.0083349887961083,0,0,0,1,0,0
1277400,39.99,0,14,48,6,11,22,4400,742,20.0,0,1,0,0,2021.0,7.0,3.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,12.736943,0.7748738,0.0047633935624599,0.0047628224597863,0.0047634698125885,0.0047639887988053,0.0047625270969571,0.4702930222114176,0.0047630684210861,0.4916010289627668,0.0047632567892463,1,0,0,0,0,0
637090,39.99,0,4,128,13,5,5,1828,277,20.0,0,1,1,1,2018.0,4.0,2.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,14.229618,2.4431882,0.0166694591966048,0.0166673947980313,0.0166680673610444,0.2696976865226627,0.0166692536602514,0.221098066263649,0.0166694833994342,0.016667999851117,0.0166680387459723,0,0,0,1,0,0
204360,14.99,0,11,12,23,2,3,1743,284,20.0,0,1,1,0,2012.0,9.0,3.0,2.0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.000694,3.0245438,0.0100028105710018,0.0100023965379035,0.9099852358615332,0.0100015278022751,0.0100008172835888,0.0100010619265158,0.010001312326151,0.0100021847075117,0.010001715632158,0,1,0,0,0,0
305620,19.99,0,19,87,23,5,4,7226,1168,20.0,0,1,1,1,2017.0,8.0,3.0,1.0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,9.171723,4.474332,0.0058829902899742,0.0058831252254188,0.0058828184521785,0.0058827674068058,0.0058854164354372,0.6188382626401119,0.0058827544654364,0.3340947142234951,0.0058837973853769,0,0,0,0,0,1
233450,29.99,0,15,18,16,2,12,1004,146,20.0,0,1,1,1,2015.0,10.0,4.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,8.4442835,6.384033,0.0142873888984046,0.0142867877184162,0.0142857339946822,0.01428791891393,0.0142871325247979,0.8714185648645415,0.0142864008540507,0.0142861549026349,0.0142872940873227,0,0,0,1,0,0
105450,0.0,0,5,0,16,1,0,1487,240,20.0,0,1,0,0,2012.0,1.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.604294,6.6826243,0.2778465574157288,0.6421453579907126,0.0100007809101348,0.0100016088378345,0.0100002852823054,0.0100004266935755,0.0100020985843324,0.0100013201235494,0.0100007723656518,0,0,0,1,0,0
629760,29.99,0,10,38,17,5,9,1361,218,20.0,0,1,0,0,2019.0,4.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,12.099358,4.061137,0.0083362065994741,0.0083346255924601,0.0083343761943316,0.0083343046792686,0.0083351026803624,0.0083342316064123,0.0083347227666922,0.3583981714329636,0.0083352640918548,0,0,1,0,0,0
334230,4.99,0,3,361,8,1,2,2483,426,20.0,0,1,1,0,2014.0,12.0,4.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8.289528,3.483914,0.0142892026808845,0.0142869510483636,0.0142862110794982,0.0142898726725173,0.0142889336235772,0.0142880037809348,0.0142871923384075,0.014288528470553,0.8714081608737698,0,1,0,0,0,0
337320,19.99,0,27,30,12,3,2,2251,351,20.0,0,1,1,1,2021.0,7.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11.516941,-0.8484627,0.0066676385148949,0.0066677177864388,0.0066675819684887,0.9399863620193828,0.0066676692980122,0.0066679917983007,0.0066683633523956,0.0066691871846238,0.006668727000999,0,1,0,0,0,0
1533390,19.99,0,1,0,6,1,0,1348,241,20.0,0,1,0,0,2023.0,1.0,1.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.7849603,2.6434462,0.0066678521897334,0.0066679470715691,0.006668076125659,0.0066685832473764,0.0066681038282783,0.4415840158814177,0.0066699679171034,0.5050671036346028,0.0066687128751167,0,1,0,0,0,0
779340,59.99,0,13,99,12,3,12,3160,486,20.0,0,1,1,1,2019.0,5.0,2.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,10.177698,7.653037,0.9678505872999515,0.0035720460630151,0.0035717792895812,0.0035725075613483,0.0035716808275109,0.0035719115104274,0.003572403902729,0.0035721274789957,0.0035723795778659,0,0,0,1,0,0
588430,0.0,0,6,35,5,1,0,1502,246,20.0,1,1,0,0,2017.0,3.0,1.0,2.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,8.522245,5.64641,0.0066677504865917,0.006667399482984,0.0066671499368866,0.006667351840386,0.006668789797314,0.9399880055793628,0.0066667851914192,0.0066682837030913,0.0066676355818872,0,0,0,0,0,1
1016920,19.99,0,15,53,6,2,2,1699,280,20.0,0,1,1,1,2020.0,9.0,3.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.8937373,3.2488513,0.005556401009436,0.00555659761663,0.4943159334560154,0.0055560643834748,0.461229576092969,0.0055564522536803,0.0055570529232456,0.0055567926205649,0.0055571776006204,0,1,0,0,0,0
47790,19.99,17,8,0,12,12,0,1389,223,20.0,0,1,0,0,2010.0,10.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.024236,5.298565,0.0066673479049518,0.006667032143232,0.006667406725782,0.0066675351389085,0.0066675945623414,0.0066669455784354,0.0066675971880877,0.0066677056836682,0.0066674026561466,0,0,1,0,0,0
360430,29.99,18,13,85,27,1,0,1197,209,20.0,0,1,1,0,2020.0,5.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9.969381,0.22407195,0.0142868091386715,0.0142908404583701,0.01428924913431,0.0142866726693073,0.0142875915656408,0.0142888964981376,0.0142891838211981,0.8714020758346129,0.0142914371853467,0,0,0,0,1,0
1262580,29.99,13,11,57,5,2,4,2495,402,20.0,0,1,0,0,2020.0,6.0,2.0,3.0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6.295333,5.9721394,0.008333428518681,0.0083350429901148,0.4027700512010105,0.0083342908408798,0.0083343011558811,0.5305539944071545,0.008335191979928,0.0083346013345932,0.008334452639334,0,0,0,0,0,1
240720,7.99,0,5,3,5,1,0,1036,186,20.0,0,1,1,1,2017.0,12.0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,8.368019,2.389662,0.7749537141940862,0.0250037467919835,0.0250027081700317,0.0250047249013053,0.0250063536666531,0.0250012092312955,0.0250036016410656,0.0250171918852415,0.025002454354192,0,1,0,0,0,0
673950,19.99,0,27,56,19,1,16,1708,299,20.0,0,1,1,1,2018.0,10.0,4.0,3.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,7.662143,5.7778945,0.0142877162936068,0.0142882763144879,0.0142865374290408,0.014287229246576,0.6301272717628028,0.0142880531294582,0.0142871720060423,0.2555713101965962,0.0142872735579807,0,1,0,0,0,0
459820,0.0,0,13,25,25,1,4,3658,655,20.0,1,1,1,1,2016.0,10.0,4.0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7.0918283,0.8423752,0.0090920819483763,0.0090926046486473,0.0090918848568477,0.009091983846852,0.009093827782283,0.918164701641816,0.0090917683503045,0.0090958586910049,0.009091839477994,0,1,0,0,0,0
